Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Brunei Darussalam,BRN,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,114.04,132.76,139.03,160.82,161.21,179.08,197.52,270.82,433.09,1073.58,1168.30,1423.06,1732.72,1941.60,2803.78,4928.82,4366.21,4264.25,3844.72,3782.52,3523.61,2358.59,2754463437.80,2690717551.18,2985467979.29,3520551724.14,3701667052.56,4183548189.07,4105706151.75,4087337959.93,4734020036.69,5115602836.88,5197332974.14,4051147227.53,4600000000.00,6001153306.26,5601090584.36,5843329107.56,6557333084.61,7872333215.00,9531402847.87,11470703002.08,12247694247.23,14393099068.59,10732366286.26,13707370737.07,18525319977.74,19047940300.90,18093829923.27,17098342541.44,12930394937.81,11400854267.72,12128104859.15,13567351175.03,13469422941.39,12016056665.35
Bhutan,BTN,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,128.72,139.15,141.37,156.69,160.46,163.27,191.23,242770861.58,272241005.23,264725206.95,287658184.00,240319995.60,240215763.89,225998091.18,258985597.70,290464801.11,303435517.92,352260952.91,363452787.20,399268801.67,424464089.90,461444513.67,520849551.53,604041957.92,682523857.02,796938120.18,874989895.60,1168308516.63,1227808790.67,1234014291.82,1547991317.81,1777101316.68,1781281281.58,1756215665.09,1907090813.46,2003598212.99,2158972129.00,2450364928.07,2446866404.93,2530547157.57,2409262838.22
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,30.41,32.90,35.64,38.09,41.61,45.79,51.46,58.65,66.25,77.36,96.25,127.46,164.47,244.13,306.03,355.17,372.01,451.60,590.38,819.88,1060.92,1073.86,1014.91,1172.26,1240.80,1114.76,1392.63,1965274882.36,2644536804.11,3083800684.90,3790567051.87,3942792837.36,4146513722.33,4160086253.15,4259330999.03,4730611067.02,4847752842.79,5020214747.45,4790458837.17,5484257417.18,5788329609.16,5489608299.66,5438857106.74,7511582173.38,8957467706.54,9918907108.10,10137883299.32,10939053365.48,10945070441.93,10267133177.73,12786654498.35,15351972361.15,14380004175.12,14901750991.20,16250781586.66,14420593484.06,15646354089.46,17405588070.43,18663265549.02,18362348887.59,15781732825.89
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,112.16,123.13,124.48,129.38,142.03,150.57,157.93,163.82,191.77,188.04,189.11,201.45,230.32,271.18,281.40,378.66,451.15,507.30,610.58,700.76,797.05,694.80,748.31,658.68,637.82,864.85,1122.27,1200991825.95,1264899368.20,1233930277.05,1440711395.67,1377375030.53,1411917558.46,1278781166.72,851174350.65,1115389731.79,1007791186.20,937741468.03,967338348.66,999477510.69,914500299.10,931833302.75,991387870.12,1139754799.16,1270080250.65,1337362392.15,1460561215.44,1697565948.65,1985240986.19,2059094048.26,2142591539.44,2437982706.58,2510126509.99,1691544110.69,1894813389.88,1695825714.24,1825018144.46,2072349974.15,2220979144.52,2220307318.75,2303078337.57
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40461.72,40934.95,42227.45,45029.99,49377.52,54515.18,61088.38,65668.66,71829.81,79148.41,87896.10,99271.96,113082.82,131321.86,160408.70,173834.03,206575.56,211612.16,218632.87,243072.10,273853.83,306214.86,313506.53,340547.71,355372.56,364756.50,377437.93,431316742081.45,507354351182.25,565055743243.24,593929550908.47,610328183643.19,592387689252.92,577170761956.44,578139279437.61,604031623433.40,628546387972.13,654986999855.55,634000000000.00,678412196271.12,744773415931.59,738981792355.37,760649334098.01,895540646634.79,1026690238278.25,1173108598778.68,1319264809590.97,1468820407783.26,1552989690721.65,1374625142157.29,1617343367486.26,1793326630174.52,1828366481521.60,1846597421834.98,1805749878439.94,1556508816217.14,1527994741907.43,1649265644244.09,1721853332869.63,1741576393905.98,1643407977068.93
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,256211361955.08,242610687557.98,259840957260.77,273982635615.58,310795922956.31,393161878961.47,415881768444.02,409852197001.78,448554422216.52,434738327683.21,428026566950.32,468573139250.95,527957538526.19,633714239797.64,762523255165.61,886114592647.93,1002191724643.50,1265850852286.09,1531496010447.76,1289523277830.25,1316585584120.70,1448818332413.10,1352666800306.25,1422206484521.36,1464858797617.65,1292086768710.81,1320631381338.53,1462833446332.53,1644174835271.96,1668520366187.30,1644372278258.43
Switzerland,CHE,GDP (current US$),NY.GDP.MKTP.CD,9522.75,10712.71,11879.98,13063.64,14480.56,15346.74,16480.06,17740.01,18942.73,20524.89,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,122660.91,112339.20,115140.11,114730.76,109547.36,111073.64,159223.70,199403912956.01,215721878630.49,208280848462.62,265987061618.20,269127820781.03,280156819798.04,272466458446.13,301628489434.82,353132515010.57,340471241909.39,295121356714.67,303882354117.81,298520480628.41,279841151705.35,287226531168.52,310175772488.13,363063293977.87,405531321270.61,420544947799.55,443801905407.56,493537376707.76,570304197211.71,558199868578.26,603434493402.68,722038242134.62,692109693986.89,712748124222.61,734396591036.93,702149580770.90,695600652899.28,704478516963.86,735889205256.25,731474367940.43,747968636174.01
Channel Islands,CHI,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,5945677376.61,6262740656.85,6439703434.71,6232906290.49,6663669064.75,7332244897.96,8553643354.08,8827272727.27,9676172953.08,11514605842.34,,,,,,,,,,,,,
Chile,CHL,GDP (current US$),NY.GDP.MKTP.CD,4110.00,4609.73,5416.27,5668.19,5982.35,6026.59,7072.64,7013.20,7167.09,8377.09,9126.31,10884.11,11853.82,16836.26,16210.40,7622.22,10341.93,13962.89,15989.93,21803.70,29036.71,34509.88,25325.89,20355.96,19622.53,17702.89,18891.05,22255407684.70,26040229793.07,29885685142.91,33113887817.97,37834793730.31,45964327558.88,49297773130.12,57008425295.83,73447063319.30,78039572221.60,84952360922.47,81577430181.41,75173794497.03,77860932151.85,70979923960.37,69736811435.10,75643459839.60,99210392857.61,122964812046.07,154788024805.81,173605968179.26,179638496278.57,172389498444.62,218537551220.07,252251992029.44,267122320056.70,278384332694.36,260541637327.86,243919079437.37,250440149690.89,277034675515.67,297571693064.21,279385487344.53,252940023046.01
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716.47,50056.87,47209.36,50706.80,59708.34,70436.27,76720.29,72881.63,70846.54,79705.91,92602.97,99800.96,113687.59,138544.28,144182.13,163431.55,153940.46,174938.10,149540.75,178280.59,191149.21,195866.38,205089.70,230686.75,259946.51,309488.03,300758.10,272972974764.57,312353631207.82,347768051311.74,360857912565.97,383373318083.62,426915712715.86,444731282435.52,564324670008.24,734547898224.10,863746717507.40,961603952954.23,1029043097558.91,1093997267277.10,1211346869600.41,1339395718862.89,1470550015077.93,1660287965663.89,1955347004965.69,2285965892364.20,2752131773358.92,3550342737009.53,4594307032667.98,5101703073088.97,6087163874510.73,7551500124197.17,8532229986993.65,9570406235659.64,10475682920597.70,11061553079871.50,11233276536744.70,12310409370894.20,13894817549380.30,14279937467431.00,14722730697890.10
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546.20,618.25,645.28,761.05,921.06,919.77,1024.10,1082.92,1281.28,1361.36,1455.48,1584.13,1849.40,2508.42,3070.15,3893.84,4662.05,6265.07,7900.52,9142.94,10175.62,8432.59,7567.11,6838.19,6841.64,6977.65,9158.30,10087653189.33,10255170459.99,9757410614.08,10795850106.95,10492628915.49,11152971316.07,11045759468.94,8313557450.25,11000146839.50,12139234938.79,11722142706.13,12612033728.86,12376639822.93,10743706069.21,11202353584.67,12405208665.48,15340993079.12,16584164236.22,17091723906.15,17816714954.24,20370544322.31,24322959641.26,24375209177.93,24908781285.48,25414875503.08,26789047554.60,31273074527.70,35363533865.73,45814637971.47,47964234560.05,51588158717.53,58011466450.86,58539424929.72,61348579465.10
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614.21,652.78,694.25,718.32,776.65,814.08,851.11,936.18,1046.19,1100.55,1151.22,1236.94,1498.25,1901.39,2157.42,2857.04,2898.09,3394.66,4662.85,5919.00,6674.57,6610.94,6611.26,6870.20,7311.94,8544.81,11857.06,13049658331.13,12236058143.04,11012566160.50,12314482085.09,11840192674.12,12071775380.65,14524193694.37,8292531291.79,10020367060.78,10313258944.73,10043438502.86,10831221907.11,10706445653.29,10109045070.74,10380401988.70,11634008832.76,14581533773.04,17462229588.99,17951220881.45,19373256211.03,22394848085.29,26516681614.35,26122645990.78,26169323292.53,29375448542.45,29102772799.00,32357345500.99,34989493826.22,30928653813.85,32643697595.84,35009262788.15,38694156862.99,39007354359.28,39802147568.22
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359.40,3086.75,3779.84,6213.19,2881.55,4043.90,4532.66,3384.06,3909.78,5032.43,4877.68,5594.77,6173.71,7870.24,9596.96,10237.34,9648.58,12344.42,15372.61,15068.42,14394.93,12537.82,13651.67,11006.71,7857.73,7195.04,8095.37,7661625472.58,8861299976.74,9021862775.26,9349764580.37,9633911368.02,8227200892.44,10706246370.93,5840529411.76,5647034188.03,5772020526.11,6091061291.31,6215716712.29,4711259427.27,19088046305.80,7438189100.33,8728038525.14,8937567059.88,10297483481.22,11964484667.91,14451902467.93,16737071816.38,19788515873.89,18648373312.42,21565720044.46,25839749198.82,29306235826.39,32679745297.65,35909040265.93,37917704900.08,37134799974.52,38019265625.88,46831342212.55,50400746171.42,49868970641.11
"Congo, Rep.",COG,GDP (current US$),NY.GDP.MKTP.CD,131.73,151.68,166.52,172.23,185.69,198.32,220.61,237.40,251.25,265.04,274.96,322.13,410.67,541.97,585.36,767.10,754.55,765.22,878.77,1198.75,1705.80,1993.51,2160.64,2097.27,2193.58,2160.87,1849.27,2297753649.28,2212536313.33,2389593021.95,2798746050.58,2724853592.73,2933222714.12,2684323424.07,1769365425.04,2116003977.98,2540697688.06,2322718991.26,1949481296.61,2353909563.94,3227927593.04,2796704577.31,3034251042.07,3503723244.84,4656975222.72,6647357442.09,8065134528.27,8771102025.01,11602893043.03,9684321633.22,13135580695.25,15634897272.76,17693924573.25,17953617927.29,17889079957.93,11885478502.05,10158508345.31,11109029840.25,13642740884.14,12693562947.79,10884686142.64
Colombia,COL,GDP (current US$),NY.GDP.MKTP.CD,4031.15,4540.45,4955.54,4836.17,5973.37,5760.76,5428.52,5825.17,5960.21,6450.18,7198.36,7820.38,8671.36,10315.76,12370.03,13098.63,15341.40,19470.96,23263.51,27940.41,33400.74,36388.37,38968.04,38729.82,38253.12,34894.41,34942.49,36373307085.09,39212550050.42,39540080200.39,47844090709.99,49175565911.07,58418985443.32,66446804802.57,81703500846.04,92507279383.04,97160109277.81,106659508271.26,98443739941.17,86186158684.77,99886577330.73,98211749595.54,97963003804.79,94641378693.22,117081522349.68,145619191582.06,161618581266.32,206181826825.28,242186950900.78,232397835678.34,286563105192.46,334943871931.75,370921320483.84,382116126448.55,381112119657.45,293481748240.78,282825009887.46,311883730690.13,334198214706.21,323429888934.26,271346896626.42
Comoros,COM,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,212.22,196.35,184.01,191.62,184.70,196.73,279.20,337525870.62,356500026.69,341476764.04,429622147.74,424108796.56,457388578.92,452881443.08,319189200.35,398461789.56,396053797.63,364445589.70,370106776.04,382454989.95,351136568.44,378512003.41,425964697.42,546885184.99,633706149.25,653845122.87,698431827.74,795673128.49,915659192.83,905341090.57,907978731.70,1023086272.70,1015843491.25,1116224107.17,1149587659.75,966029599.80,1012835492.52,1077439756.12,1178530633.82,1165839899.80,1219690024.50
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,142.25,139.47,140.63,138.48,132.02,137.73,190.65,235253171.84,264308140.29,267448513.11,306891107.26,319827058.59,357160985.33,490417389.68,406580652.33,487148993.53,501979069.27,490608657.92,521910560.52,592416703.06,539227277.63,563024383.30,620974660.23,813963830.18,924318490.76,971977088.16,1107891063.44,1513933983.22,1789333748.68,1711817181.53,1664310769.55,1865915544.12,1741809808.96,1850470042.43,1859898513.27,1596800287.16,1662998677.88,1769787215.42,1966983316.33,1981845740.71,1703698676.70
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507.51,490.33,479.18,511.90,542.58,592.98,647.31,699.46,773.84,853.63,984.83,1077.15,1238.25,1528.92,1666.54,1960.86,2412.56,3072.43,3523.21,4035.52,4831.45,2623.81,2606.62,3146.77,3660.48,3919.20,4418.98,4532952047.16,4614629898.40,5251025767.48,5711687786.76,7196276092.46,8564044017.27,9582866263.12,10486784804.80,11578594259.87,11678424512.06,12614602386.50,13684255950.46,14254866288.15,15013629665.14,15976174336.97,16578820687.29,17271760506.95,18610594846.21,20040642476.98,22715540324.30,26884700345.03,30801744881.00,30745712006.53,37658614803.28,42762617081.65,47231651864.83,50949672205.92,52016408950.89,56441917652.98,58847016044.74,60516043590.18,62335931464.50,63951114302.26,61520669890.40
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1880.31,2038.30,2153.90,2290.31,2470.26,2660.95,2888.65,3102.52,3083.59,3359.71,3695.26,4017.61,4639.30,5076.29,6595.61,7706.76,7932.12,9210.48,9433.65,10835.42,13495.27,14890.32,16517.83,16735.58,15982.83,15814.75,14441.28,15521747479.82,16459864446.85,16872897190.70,18011678551.94,17878504938.87,17575413725.04,19033356740.23,20014967673.16,22072783645.86,24081792644.06,28202808369.08,30129171346.65,31944649115.68,34218221475.48,35249133288.93,36990732783.73,39545920869.50,43259612434.02,48918948073.76,55671360514.86,61875367418.52,70340115887.69,59411439577.92,64524447280.99,69668272158.71,72051116148.08,73419211007.49,74439627824.15,73063500000.98,69496735798.61,71763156883.77,75432216540.92,76644400521.14,68415253068.27
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5693.01,6914.66,8135.15,9987.71,11405.96,13027.42,13789.58,14206.16,17844.71,19584.44,19912.89,20150.25,20953.51,22204.94,24039.38,22920.49,24226.57,25213935012.08,27458999472.30,27023468665.90,28645436569.15,24316556025.66,22085858243.24,22367254864.86,28448326756.76,30429803651.22,25017368700.00,25365908100.00,25736331200.00,28364615200.00,30565400000.00,31682400000.00,33590500000.00,35901200000.00,38203000000.00,42643836100.00,52742800000.00,58603900000.00,60806300000.00,62080000000.00,64328000000.00,68990000000.00,73141000000.00,77148000000.00,80656000000.00,87133000000.00,91370000000.00,96851000000.00,100050000000.00,103131000000.00,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,3038699608.94,3131096089.39,3147616201.12,3158406033.52,3151910782.12,3122287932.96,3116610111.73,3127908044.69,3101787709.50,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,4200439457.58,4466438857.55,4586114124.56,4281868714.75,4156990759.63,4186223808.95,4291159006.36,4405954638.19,4563017880.72,4708336733.47,4909498979.96,5166467298.69,5522625585.02,5935769350.77,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,489.91,576.09,734.89,964.03,1288.72,2154.31,2087.50,2159.24,2160.36,2278.25,2430.41,3090.73,3704813885.51,4278792597.24,4563482603.55,5591130217.67,5770197348.48,6912150456.32,6590291048.29,7425703928.57,9933133247.09,10011918444.17,9547818700.11,10248617647.06,10497908306.36,9985844486.33,10397897085.61,11420227884.62,14547325028.31,17320552500.00,18433411267.26,20072786350.52,23968764029.56,27844698989.31,25945391775.49,25732432719.08,27565469098.00,24978513426.70,23900872625.85,23156850006.64,19842404304.89,20953442550.37,22729184365.12,25309818138.88,24949065263.63,23804340376.93
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,40728950704.62,29859921158.87,34805013229.57,40866748705.11,47850203856.18,60147174076.87,67387788632.98,62180159376.12,66807429711.41,65173130995.22,61828166496.09,67808032979.54,82196001050.75,100090467581.27,119814434353.58,137143471328.27,156264095664.64,190183800884.02,236816485762.99,207434296805.33,209069940963.18,229562733398.95,208857719320.65,211685616592.93,209358834156.33,188033050459.88,196272068576.34,218628940951.68,248950103352.14,250686478649.06,243530379896.81
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,215838.45,249985.06,299801.54,398374.02,445303.48,490636.52,519754.45,600498.24,740469.98,881345.18,950290.86,800472.06,776576.44,770684.32,725111.12,732534.89,1046259.37,1298176105549.51,1401233225303.49,1398967436804.33,1771671206875.68,1868945197407.19,2131571696931.75,2071323790370.28,2205074123177.05,2585792275146.72,2497244606186.64,2211989623279.95,2238990774702.68,2194204133816.32,1943145384190.16,1944107382550.34,2068624129493.69,2496128668171.56,2809187981127.39,2845802760850.64,2992196713084.93,3421229126745.14,3730027830672.33,3397791053070.30,3396354075663.73,3744408602683.94,3527344944139.83,3732743446218.92,3883920155292.26,3356235704119.75,3467498002104.33,3673506280844.40,3961831911429.22,3861123558039.21,3806060140124.52
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,340.99,0.00,373371738.29,395794538.63,409220087.10,452328087.28,462421998.53,478058304.87,466048469.23,491689220.74,497723960.59,494004647.73,502675542.00,514267869.30,536080148.10,551230861.86,572417440.82,591122039.60,622044665.52,666072101.78,708633194.73,768873684.03,847918929.11,999105339.27,1049110684.72,1128611700.36,1239144501.78,1353632941.52,2042817162.86,2214681573.57,2430287967.03,2603554906.59,2751461055.59,3012820409.63,3324634256.13,3384404260.07
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45.87,57.13,55.02,72.80,82.11,89.53,98.67,109.16,119.49,135.16,151868754.44,171106184.07,185137242.96,201429629.63,219762962.96,234059259.26,245525925.93,264374074.07,274522222.22,292285185.19,302988888.89,322411111.11,331759259.26,333470370.37,340203703.70,333196296.30,343311111.11,367200000.00,364255555.56,390251851.85,421374074.07,458188888.89,489074074.07,493825925.93,501025925.93,485996296.30,498296296.30,520207407.41,540737037.04,576229629.63,519837037.04,551074074.07,574607407.41,469870370.37
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,11931.74,13059.06,13505.57,15414.90,17075.46,19085.73,23232.38,30730.63,34160.44,40474.41,44575.89,49784.34,60362.93,70366.24,71127.53,61877.81,60412.84,60644.78,59105.24,62658.57,88078.76,109414423928.78,115552846616.65,112409222182.70,138247285815.86,139224688814.20,152915654478.89,143195627014.61,156162386724.52,185006881515.07,187632346387.98,173537647058.82,176991934992.84,177965188354.69,164158739097.62,164791442543.38,178635163717.43,218096033517.01,251373002954.38,264467336457.17,282884947702.97,319423424509.07,353361038818.38,321241303699.01,321995279401.50,344003137611.27,327148943812.14,343584391647.93,352993631617.71,302673070846.86,313115929314.34,332121063806.39,356879499797.90,350104327658.68,355184024841.25
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672.40,654.10,824.10,940.80,1025.60,888.10,983.90,1034.80,1079.10,1230.50,1485.50,1666.50,1987.40,2344.80,2925.70,3599.20,3951.50,4587.10,4734.40,5498.80,6761.30,7561.30,8267.40,9220.60,11594.00,5044.59,6122.20,5826987099.46,5374314928.43,6686593059.94,7073675544.81,9824498183.03,11605382504.00,13081042400.00,14644711384.82,16637370839.16,18241691857.35,20017480054.83,21672231760.65,22136621337.09,24305717541.64,25601765400.52,27137508656.85,21403167848.14,22322395368.03,35777570135.52,37879869897.90,43965420072.41,48122547177.19,48261033298.21,53860175556.00,58029750745.65,60681537195.80,62682163837.35,67179914026.96,71164825256.68,75704720189.56,79997975621.87,85555378042.82,88941299733.50,78844702329.08
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723.59,2434.73,2001.43,2702.96,2909.29,3136.26,3039.83,3370.84,3852.12,4257.22,4863.49,5077.22,6766.77,8707.85,13210.03,15557.93,17728.35,20971.90,26364.49,33243.42,42346.38,44348.67,45207.09,48801.37,53698.28,57937.87,63692.24,66746396416.27,59089067187.39,55634414465.21,62048562947.25,45715614559.71,48003078388.54,49945599428.58,42543178042.41,41764315330.44,46941582519.47,48177612042.15,48187747528.90,48640653469.30,54790379458.89,54744725765.72,56760318215.30,67863841333.42,85332581188.61,103198251003.39,117027321306.16,134977125918.57,171000653424.75,137211049535.15,161207310515.42,200013038488.91,209058991952.13,209755003250.66,213810023703.45,165979173991.03,160034162957.74,170097230857.96,175414987760.93,171157803367.47,145163902228.17
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80228.10,70426.36,64535.75,69883.26,81022.53,94554.86,103511.58,100299.45,101235.23,113676.49,126719.32,136274.47,154597.72,194646.43,219597.80,246874.82,250579.59,289564.30,280328.98,324710.15,374689.56,399830.48,419619.34,440304.53,477903.53,523746.68,522268.46,515804867646.47,572051742353.55,618245451898.91,662701753534.69,719215979989.90,805950900188.05,884813762187.84,1064437761462.78,1313810678015.13,1509046901464.46,1563083719721.13,1432627687348.96,1575922637667.81,1733454057731.44,1846557678858.12,2047031065026.03,2314322225877.23,2683390811016.86,3108683042738.35,3745670675271.14,4740511155969.64,5990710174842.98,6501452914432.56,7876717091447.72,9614405505106.71,10720903993610.10,11833482197223.70,12755768289745.40,13287040054360.40,13569980627868.90,14834229766065.10,16586777101494.70,17156128622048.80,17454153396870.20
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,155760.91,156501.53,161727.60,171478.81,196835.28,213471.00,210490.92,221186.02,239433.24,267457.51,283014.74,306475.39,335449.69,428728.64,600503.15,645796.57,705858.55,788602.14,876040.24,1064443.65,1324869.95,1478656.82,1406082.28,1415643.06,1405634.90,1443814.42,1448011.42,1447097593526.61,1535279951031.59,1561315489790.12,1831987387469.43,1934372123117.73,2123448862041.85,2334389388484.65,2440797234843.00,2494155781003.43,2716419909483.29,2904990106272.54,2871235559318.94,3038999464044.55,3306967998299.72,3274588936680.55,3182101939067.11,3537481540691.09,4113241766951.70,4794874941278.20,5484082947238.32,6508713238524.13,7332883779102.75,7064067869170.23,8576600003890.37,9609321705096.68,10076933482439.40,10261105002159.50,10615976272032.00,10306669247463.00,10547542985530.60,11397555336619.60,11457073674938.50,11782968929039.60,10845901024093.10
