Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,15-09-2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,28901836158.19,31995012468.83,33881392045.45,30657030223.39,28607921928.82,25544128199.00,27884615384.62,30698633109.13,27249786142.00,35976714100.91,38270206950.41,34110064452.16,20481889763.78,26265625000.00,33122307692.31,47334148578.42,54961936662.61,67516236337.72,87140405361.23,63028320702.03,74773444900.54,34699395523.61,81873662518.82,65502870173.78,41142722414.34,27842131479.87,26197143268.12,37883243650.45,52607888717.95,52091152228.34,25418461532.20
St. Lucia,LCA,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,170.37,194.44,183.33,197.04,251.48,284.44,340.00,375555555.56,429629629.63,486666666.67,579629629.63,613703703.70,674074074.07,684814814.81,713703703.70,762962962.96,788888888.89,805925925.93,877407407.41,921851851.85,932592592.59,892592592.59,900000000.00,987407407.41,1066666666.67,1135555555.56,1268319185.19,1336088814.81,1437731111.11,1401507888.89,1486758037.04,1576988407.41,1605146777.78,1664816740.74,1755130814.81,1808079888.89,1865375222.22,1999090407.41,2065875074.07,2122450629.63,1703364240.74
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,81651.51,86450.35,98887.40,99799.46,111214.93,118563.34,130040.26,133466.38,143750.50,160979.59,175254.78,195820.42,219970.77,288103.93,374426.35,392082.63,435581.72,478739.67,543518.14,647980.58,780555.87,900089.43,839696.39,740176.62,747410.62,769882.18,775523.03,818696098701.24,923091534179.08,1007682588104.78,1179424261650.81,1450870220806.12,1371525457209.78,1576942722802.89,1802194515918.51,1921782499558.54,2079487539400.91,2279721886788.60,2300396012666.50,2075535347332.38,2292389832740.98,2242465755431.33,2012048308089.64,2054973027040.79,2368315499919.04,2863667322764.17,3356355572237.43,3954073971906.96,4594982918426.36,4318864633566.09,5354170885284.65,6087219507908.61,6150593649949.81,6303189080239.61,6426823619044.39,5531155510354.61,5405520920068.15,6003763531340.16,5865831110516.88,5786726554928.08,4838097985061.95
Least developed countries: UN classification,LDC,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,110326.82,111751.22,111308.57,104772.16,103865.11,115081.89,124806.06,139762267891.89,144876621503.44,148117949350.79,155768475856.29,157278097691.02,145955209684.10,148479450657.12,137083717413.99,157751482877.22,173470545242.71,182929560806.92,187298546547.64,191327313211.25,214806902500.86,207418545966.30,228179642875.73,255429165442.66,292219962276.94,343373441763.36,401622913961.33,486497440722.78,596702794810.25,606544285507.98,691461962064.59,776316589903.16,817747803078.11,895723388795.45,967654804026.31,951978180250.79,950921527687.52,1039614232529.88,1075615110117.57,1131451684833.93,1130187942283.95
Low income,LIC,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19969.70,20980.55,24114.23,25098.35,27919.31,30566.15,36462.20,45421.50,53584.69,56685.59,65932.16,74183.04,80374.91,85053.38,87666.28,90495.27,87472.28,84670.83,88519.49,94474.49,101948836201.41,99722160381.74,98095343533.59,103031588278.67,103430095232.57,93320558430.82,95071778752.28,79500690075.78,89665727018.15,94748493788.22,101117287957.41,101389835662.68,102004135020.65,125757751738.75,117473983984.69,126871458544.03,140262221828.58,162336144359.60,190014390063.11,222831875985.04,272113592903.55,330573385663.23,340438547715.67,383244115871.04,407898795852.66,420914537116.37,459946112800.65,497811019787.33,497263761960.59,470822744409.83,486350413377.58,502363633203.45,531834685224.18,546661335346.15
Liechtenstein,LIE,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,90.10,104.89,124.94,165.93,193.98,246.39,272.49,303.50,436.92,503.18,534.70,511.66,522.09,524.03,502.62,529.08,779.37,1052843347.64,1161757671.02,1120000916.93,1421466239.56,1484152022.32,1631197909.26,1673104493.77,1948118227.68,2428461395.35,2504033252.43,2298410390.68,2479721340.87,2664026095.06,2483953102.79,2491822706.80,2688630822.53,3070691319.52,3454362685.97,3659251525.86,4000239272.61,4601299566.81,5081432924.01,4504549214.23,5082366478.09,5739977477.48,5456009384.66,6391735893.84,6657170923.38,6268391521.20,6237264055.21,6474256118.61,6839145106.86,,
Sri Lanka,LKA,GDP (current US$),NY.GDP.MKTP.CD,1409.87,1444.33,1434.16,1240.67,1309.75,1698.32,1751.47,1859.47,1801.34,1965.55,2296.47,2369.31,2553.94,2875.63,3574.59,3791.30,3591.32,4104.51,2733.18,3364.61,4024.62,4415.84,4768.77,5167.91,6043.47,5978.46,6405.21,6682167119.57,6978371581.26,6987267683.77,8032551173.24,9000362581.58,9703011635.87,10338679635.76,11717604208.82,13029697560.98,13897738375.25,15091913883.71,15794972847.17,15656327859.57,16330814179.98,15749753804.83,16536535647.08,18881765437.22,20662525941.30,24405791044.78,28279814924.59,32350248410.82,40713812309.73,42066217871.53,56725749221.90,65292753005.47,68434409315.11,74317806538.36,79356449840.58,80604080688.58,82401038709.54,87421762728.63,87954272082.11,83975584254.40,80706600228.65
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,88920.59,94061.08,95978.57,106797.94,120295.40,130034.61,119507.70,127684.33,137437.48,152857.22,169495.15,178579.66,194447.53,239310.45,319101.46,354421.11,394387.95,453803.09,500534.66,575424.27,698743.25,840698.56,865373.58,855544.72,844967.75,900243.95,957311.94,937264670739.26,955159946361.00,954620628861.32,1028174706720.99,967250771137.63,1025475127591.74,1033528534512.41,1114089904039.08,1264055343240.57,1406184872667.24,1437862957877.98,1318304965646.23,1424291847506.24,1498024214095.18,1531746222986.39,1641152542728.41,1885356842821.41,2184904551979.59,2540565157695.38,3016383180644.26,3710276424796.77,4196278697520.99,4265473284529.03,5187232128411.47,5906401101271.70,6195683414243.40,6307742047940.43,6561460119567.91,6439837796354.41,6722961960319.86,7241764591199.76,7336705281131.43,7729875233288.06,7328773718411.43
Low & middle income,LMY,GDP (current US$),NY.GDP.MKTP.CD,334795.34,321087.79,334429.29,360183.21,404582.84,446458.46,462139.98,474575.90,501314.58,561409.45,615566.04,663340.32,742470.32,939338.47,1193871.83,1321858.66,1427128.21,1603904.70,1741690.86,2069052.67,2425596.05,2734871.87,2703774.83,2615126.37,2653522.08,2798239.91,2901190.33,2989084457728.91,3200135764526.26,3320438131586.22,3781972534098.36,3840621212996.80,3807007777857.84,4062482631532.50,4408411537185.32,4933114593005.73,5395551510338.84,5708499555874.98,5539519842486.23,5416094830005.56,5918005533167.28,5970741847656.37,6125443508073.80,6904111272750.56,8196269775282.66,9763317277415.51,11598162273466.90,14370224616892.30,17208551046916.40,16789235164442.90,20365705502197.80,24168276681186.30,25744973604266.90,27318637221993.90,28250608405525.90,26827273590878.70,26991045980166.50,29651326854372.80,31434957234643.80,32252234228551.20,30980178559592.60
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34.58,35.70,41.86,47.04,51.94,54.88,56.70,59.26,61.44,65.97,68.74,76.48,80.92,121.18,150.85,149.56,147.65,193.31,266.56,290.14,431.56,434.19,348.75,386.70,333.16,268.63,318.86,402774852.65,470389179.68,495404888.09,596415104.55,704329192.77,831033941.09,835592802.28,878250450.60,1001889856.91,946123275.88,997996028.65,928458205.96,912771290.61,887295267.88,825706961.24,775780697.68,1157832934.55,1511236655.52,1682350934.85,1800105589.60,1682016947.23,1766825412.77,1740830510.87,2234731973.55,2579421686.25,2477702252.80,2367113170.00,2441053175.71,2359759799.04,2114323793.98,2306843528.53,2514146887.92,2366213068.58,1844510137.68
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,181842.92,167916.48,176167.28,190934.00,210627.02,234927.80,260850.45,263508.14,268992.31,300602.37,341486.41,380222.15,436322.65,554353.58,652859.24,717432.56,782775.67,908650.72,946701.70,1131178.89,1282232.64,1359189.31,1390632.29,1284962.68,1352935.24,1446277.85,1538175.47,1621316761608.15,1786115630502.58,1892628321030.03,2019779291446.37,2227218307726.53,2084173676928.06,2165664962330.69,2467681422513.47,3017222232251.05,3327849367094.33,3484455058967.75,3354268663719.97,3099013742361.39,3403182639605.58,3517587452666.10,3726456381846.24,4247010409763.59,5106325375252.73,6163883672646.31,7439743299339.73,9373199378712.17,11652798092621.40,11261036722933.90,13506800567376.60,16459319334580.70,17608000389701.80,18978677563922.70,19700559349905.80,18473312885797.00,18522161217449.60,20557708097246.30,22535018912642.50,22961683332059.90,22521399760589.90
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,7867140395.34,8382519637.46,10118631851.53,11239547690.98,10971583944.76,11524776866.64,12237388001.73,14259781159.01,18781721376.20,22627507451.56,26097677571.84,30183575103.53,39697891351.94,47797551587.88,37388122046.15,37128694028.24,43535051482.39,42927454291.48,46523420074.44,48533659592.17,41418872976.12,43018087237.57,47640770634.43,53696648755.43,54639938780.24,55887271833.00
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703.93,704.15,741.51,791.14,903.16,921.60,968.44,974.72,1066.45,1234.88,1509.16,1572.31,1968.73,2701.87,3295.86,3233.43,3544.27,3922.90,4884.87,5711.46,6232.01,5231.81,4764.55,4683.70,4594.89,4738.56,6921.26,8614215018.91,9750161272.63,10391504914.00,13229247947.85,14321878322.50,16065740276.04,16486900652.99,18325790933.20,21588170498.08,21776609771.99,19731912494.36,20209122027.12,22235929043.26,21263514833.24,21272418791.95,23616328816.11,29557325056.43,34685281847.53,37347394602.66,42414308116.92,50888134410.07,55849686538.74,51370543206.45,53212476812.30,60004630234.41,56677961787.07,61739352212.30,66103853236.76,57744457954.73,60691483443.12,64023412339.71,70885325883.09,71104919108.14,73263982103.01
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,5785775812.89,5969114344.05,6521609000.73,7159169546.05,7525408359.36,7949253765.93,8351415939.11,9545172805.82,11749456401.43,14401882398.86,16959313005.60,21517445447.71,31004884420.74,35756225698.00,26317286627.75,23869752327.33,28374734038.00,28324787663.65,30436727789.44,31329367172.74,27239653843.50,28052325862.05,30383528686.29,34399206589.86,34055464655.33,33505185228.71
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1142.50,1133.01,1304.35,1362.08,1532.10,1957726784.69,2288759545.31,2705659766.74,3246477995.26,3765226190.92,4914391079.11,5665570560.77,6311194301.72,7046110595.15,7176892950.39,7267563602.62,6797764074.80,6547629474.84,6774193548.39,6860272608.45,7371723056.24,8246521717.45,10643215078.16,12160002995.84,14874147024.27,18439876056.20,21027044550.57,21587740941.60,28241858488.92,36845925519.44,43189526777.56,51536304807.68,54903031137.71,45060237946.15,45085114632.71,50456765512.09,55302446577.89,55153707948.70,
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037.15,2025.69,2379.61,2657.25,2798.34,2948.33,2876.40,3046.34,3271.42,3651.62,3956.33,4356.63,5074.12,6242.18,7675.41,8984.82,9584.32,11049.90,13236.85,15912.13,21728.77,17788.17,17692.34,16251.46,14824.73,14991.28,19462.18,21765261041.73,25705296183.50,26314220188.03,30180108561.93,32285388165.30,33711069430.78,31655473663.83,35604137422.58,39030285468.38,43161452678.44,39147844526.08,41806219378.62,41632027599.85,38857251336.34,39459581217.38,42236836820.62,52064058833.97,59626020162.38,62343022650.87,68640825480.92,79041294874.46,92507257783.57,92897320375.82,93216746661.60,101370474295.11,98266306615.36,106825649872.11,110081248587.37,101179808076.36,103311649248.02,109682728023.11,118096227400.09,119700325461.94,112870591694.04
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,293.07,327.65,402.46,523.55,563.94,711.92,735.34,811.25,1000.54,1209.90,1378.13,1205.17,1143.23,1092.55,1037.31,1082.85,1515.21,1839095595.29,2000674667.14,2010116851.24,2481316053.97,2480598883.85,2737192565.06,2574302409.08,2720310018.90,3130462610.07,3137673291.45,2840175545.07,2934498443.41,2906093756.66,2647885848.54,2718868306.01,2968987019.23,3601321064.55,4137913500.00,4203084193.51,4582988332.71,5867916780.73,6476490405.74,5451653237.01,5367625613.15,6088808463.25,5743029680.07,6555983530.35,7069616048.89,6261622101.41,6472990923.18,6431314957.07,7194024563.06,7423709839.92,
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,1752979926.41,1695122173.91,1930081168.83,1698717504.66,1170782957.37,1288429391.80,1480673594.06,1661818168.42,1980907434.77,2598249555.90,2988348836.47,3408244549.20,4401189466.14,6054849884.53,5439422031.40,6974960345.37,8414360656.30,8709165249.27,9496684701.43,9510219299.50,7745231660.33,8071480540.86,9669759987.03,11456728401.31,11968699005.98,11914040905.26
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673.08,699.16,739.29,759.35,802.48,833.56,900.26,956.44,1031.67,1056.39,1111.86,1199.51,1341.59,1653.06,1917.51,2283.05,2181.84,2358.93,2669.76,3463.57,5201.82,4759.33,4784.98,4686.46,3905.94,3802.56,4347.99,3212900560.81,3189456961.28,3175638332.54,3931334870.75,3254713056.02,3714967007.19,4063298919.29,3522226902.76,3838101052.21,4931861239.08,4262965281.58,4401967499.26,4277903780.29,4629247090.98,5438332738.10,5351701534.16,6372498719.85,5064732715.73,5859269849.15,6395712392.24,8524620739.24,10725137478.00,9616879920.51,9982711030.26,11551821062.33,11578978052.88,12423557906.92,12522959157.23,11323023786.57,11848615018.40,13176313233.20,13614412550.87,14191911512.04,13720634105.40
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.46,44.78,47.94,57.83,109.50,127.15,141.90,141268980.48,168610478.36,189535398.23,215089005.24,244468292.68,284853358.56,322326642.34,355884383.09,398988954.97,450382327.95,508223602.38,540096397.62,589239753.61,624337145.28,870179738.56,897031250.00,1052121054.69,1226829562.50,1163362437.50,1575200390.63,1868383460.94,2271646187.50,2345294875.00,2588176054.69,2774351760.03,2886170571.70,3295011381.75,3697351596.84,4109447297.01,4379115587.83,4754352303.89,5299773143.70,5642179170.46,4030203166.77
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,45372.15,50482.53,56882.18,67404.10,81713.22,110380.06,205732.91,227801.38,287530.56,333593.82,356312.53,466147.26,603705.70,623622.73,622716.71,630517.07,642272.42,655414.69,664684.44,600296545923.69,585551090975.99,605110322350.37,799801174737.76,550843013714.92,596909115181.87,601937387443.77,622573039755.07,701886491696.06,790402662114.74,829845329145.23,806966490377.41,878937232137.85,987725940407.34,978015289158.73,969285996823.26,1077443062326.07,1271967632711.92,1530789613630.39,1791751972187.40,2124263178512.00,2655976989980.33,2372592810154.56,2768165379533.20,3280098594623.34,3576610117022.15,3548806416923.64,3563982238624.89,3132943747136.43,3146760043268.08,3267070786136.30,3388274443930.22,3430720936781.85,3098531138329.19
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040.00,14160.00,15200.00,16960.00,20080.00,21840.00,24320.00,26560.00,29360.00,32480.00,35520.00,39200.00,45200.00,55280.00,72000.00,88000.00,89025.97,81814.16,102500.00,134561.40,205139.09,263959.34,184609.16,156159.20,184261.50,195219.79,134550.10,147540738281.82,181611549975.80,221400669713.59,261253582805.95,313142768453.49,363157598242.27,500736065605.34,527813238126.28,360073909243.86,410975595310.16,500413483109.18,526502129378.28,600232874042.93,707906744574.64,756706300589.79,772106378935.38,729336319677.45,782240601984.76,877476221382.10,975387131716.09,1052696282278.87,1109989063586.62,900045350649.35,1057801295584.05,1180489601957.61,1201089987015.45,1274443084716.57,1315351183524.54,1171867608197.72,1078490651625.31,1158913035796.37,1222348807283.20,1268870527160.03,1076163316174.94
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31.02,34.92,41.75,45.14,43.88,55.99,62983000.00,70688000.00,72798000.00,78476000.00,82507000.00,91063000.00,99461000.00,108071000.00,120230000.00,110858000.00,110705600.00,112279400.00,114326300.00,115347500.00,122824000.00,131738200.00,131398500.00,132440200.00,136559500.00,141515800.00,148346700.00,151898900.00,149769600.00,160407100.00,172188500.00,180436300.00,184840400.00,182142800.00,183814300.00,201510900.00,213204100.00,221588900.00,239462200.00,
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,322125.51,308137.58,319694.27,341273.69,389730.75,428821.89,443074.97,455975.75,481774.91,538945.12,592198.13,637343.79,714010.80,905394.44,1151589.55,1271966.91,1374352.70,1542515.16,1672613.02,1994226.14,2346435.47,2653176.66,2619280.06,2533456.43,2574634.60,2715798.20,2813108.50,2893751921434.18,3107014265649.83,3227981323261.19,3683404794632.27,3741549024410.65,3717002592025.55,3970397845046.88,4328897059659.70,4843533635792.59,5300410946559.05,5607094872420.89,5438327609040.41,5314703129512.37,5795021107067.58,5854743134260.79,6000979292472.18,6766264566448.44,8036346846288.66,9575812124828.89,11377996579820.00,14100981841115.70,16882628091406.80,16457153182934.00,19986264663724.10,23754894612896.30,25315251676059.50,26852248108123.30,27750785274437.30,26333244714729.70,26516584318675.40,29153757737687.90,30917603112934.90,31709624259848.60,30433091189388.50
North Macedonia,MKD,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,4699646643.11,4938775510.20,2436849341.98,2682456896.55,3556581986.14,4680078740.16,4651453634.09,3928975903.61,3756208791.21,3863743409.49,3773653058.13,3709479717.81,3994762861.12,4948324125.23,5682776765.84,6257800770.95,6862881738.06,8338305008.94,9911371237.46,9406125226.86,9412311665.95,10494822518.65,9743277661.80,10816616379.31,11361563307.49,10071243243.24,10680463278.87,11310265324.79,12679934731.39,12547086168.49,12266949805.14
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,275.49,343.77,339.91,359.77,395.22,486.62,563.68,538.75,830.71,939.23,1049.84,1222.70,1595.42,1759.69,1538.97,1333.75,1297.77,1232.93,1392.20,1852.16,2090629722.64,2169040741.56,2181821902.44,2681912030.49,2724131545.17,2830673388.82,2818280876.08,2081846482.75,2706425298.37,2780422212.27,2697105694.08,2920358586.75,3440724983.52,2961484857.96,3468337909.17,3908121459.13,4714072191.05,5454249456.71,6247515449.73,6905934548.38,8156469132.87,9838404004.93,10231962890.61,10689167195.34,12995113407.23,12442036265.15,13242691429.59,14364937996.87,13104764333.99,14026048690.73,15365714371.33,17070866299.09,17281815733.96,17393761397.08
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,250.72,264.58,295.12,345.60,376.09,474.62,527.94,625.57,793.68,1001.30,1250.24,1243.47,1234.52,1165.77,1101.83,1117.84,1435.08,1751247763.42,2019474244.19,2118574772.11,2547163582.33,2750041434.26,3021910216.72,2709178326.78,2998570146.54,3720400535.02,3822882801.33,3793418418.42,4010571223.34,4121350731.81,4069515579.07,4088368978.35,4470446391.45,5448415500.17,6098092551.07,6416184181.07,6778324049.68,7925371475.50,9090406767.25,8696366907.47,9035932122.50,9638916481.07,9462238211.49,10551661176.78,11626281387.01,11091434483.52,11721521912.72,13221298307.89,14864712990.16,15215714309.10,14647384607.60
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,7640810198.26,4660052520.08,4275404729.84,7630308165.04,8981700373.87,8857405669.94,10573312525.36,14575281202.84,25434981977.83,31831232214.68,42214048042.80,51518307518.33,54148124619.10,53254531557.51,58175459729.69,59640204521.78,60291736893.94,61449392056.15,67144725830.58,68697759361.23,79844294296.06,76185586096.80
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,274898743261.28,284461268098.03,332755572725.42,381321458287.27,401740359636.91,407300030595.74,445878028399.10,472212934960.98,473751321132.93,455893938127.34,499423757952.94,593356688491.55,698847488146.76,811980492536.77,1003371755618.41,1243189936576.03,1200039346910.69,1384912175998.83,1566956831882.25,1729886735904.00,1619261331095.11,1592859036118.69,1428596681862.35,1451355166163.97,1431432476945.16,1341059504338.88,1366023640539.95,1214678560587.73
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,984297589.36,1159869245.93,1284685050.52,1707710053.15,2073234417.68,2257174480.79,2721903148.91,3680711743.77,4545674527.61,4159330369.55,4143033275.88,4544516982.18,4087725812.67,4466040642.85,4594024179.62,4054712082.55,4377033429.27,4856632399.46,5506767831.84,5542674764.89,4778582336.18
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2310.10,2552.40,2725.74,2098.73,2186.51,2896.18,3020611600.00,3204461566.67,3576966800.00,2560785660.00,2379018326.32,1317611863.85,768401634.15,925817092.22,1452165005.24,1345719472.36,1180934202.84,1124440248.98,1057408588.68,1136896123.61,1267997934.31,1396555719.97,1595297355.78,1992066808.10,2523471532.01,3414055566.11,4234999823.31,5623216448.87,4583850367.89,7189481824.07,10409797649.31,12292770631.20,12582122604.19,12226514722.09,11749620619.60,11186734674.38,11425755279.54,13108769495.75,13996719329.42,13137128659.48
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,1284000000.00,1239000000.00,1210000000.00,1061000000.00,990000000.00,938000000.00,939000000.00,795000000.00,799000000.00,729000000.00,746000000.00,772000000.00,832000000.00,910000000.00,1230000000.00,1560000000.00,1302000000.00,1182000000.00,
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,3633406064.83,2639953230.55,2729550591.09,2796549978.47,2899922841.66,3856799844.16,4648832184.07,5263877520.08,5976408043.77,5656473652.41,5398568543.63,5677003239.29,6303391143.83,7631120533.36,8542070109.71,9176889070.42,10450843291.29,12556195188.60,11914471497.15,11104648673.00,14381552432.95,16350804543.05,16974320551.02,17716084107.59,15950969018.95,11936999283.18,13219084261.37,14845870050.71,15291448211.60,14021421105.91
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,0.00,159.21,164.27,168.19,224.50,255.34,266.53,282.62,311.40,295.06,309.41,335.57,391.67,493.24,613.01,703.38,775.05,799.03,804.63,951.90,1047.92,1105.50,1108.78,1165.17,1074.37,1009.72,1186.63,1344665270.69,1414951854.06,1450647019.21,1506914407.82,2133688270.32,2164292208.17,1847350611.72,1944876755.01,2091731420.69,2132081881.91,2072001066.82,2032345831.83,1985924386.91,1779523344.34,1746064718.79,1777058592.99,2051147606.74,2362501023.24,2936019525.60,3919577285.93,4346206808.54,5206444406.66,4714592492.93,5628882266.38,6764635686.79,6728208836.22,7223063169.73,6592537781.82,6166857628.62,6398744505.08,6757333550.28,7050987978.12,7600650037.85,7778525642.93
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,704.03,823.63,1015.37,1211.14,1131.79,1142.39,1078.41,1090.28,1040.56,1076.12,1462.90,1880852914.23,2134517067.65,2181930254.82,2653480001.35,2856890680.60,3224267547.81,3263368410.02,3558137040.38,4040345933.29,4421943910.50,4187367601.73,4169664285.39,4343710332.81,4663313620.02,4613630622.78,4841310239.64,5816553826.86,6578844486.06,6488750452.60,7028803365.70,8150138757.16,9990370016.31,9128843109.16,10003670690.35,11518413429.97,11668696526.21,12129658758.33,12803438964.94,11692287066.38,12232469391.76,13259348213.99,14181930162.42,14046337854.85,10914065306.24
